id,mixnext_lowfreq_0.9,proportionhighfreq,domnext_lowfreq_mixed_0.4,domnext_lowfreq_mixed_1.0,acchighfreq,winnerindex_highfreq_0.8,winnerindex_highfreq_0.3,winnerindex_highfreq_0.2,winnerindex_highfreq_0.1,winnerindex_highfreq_0.7,winnerindex_highfreq_0.6,winnerindex_highfreq_0.5,winnerindex_highfreq_0.4,timecourse_highfreq_0.1,proportionmixed,timecourse_highfreq_0.3,timecourse_highfreq_0.2,timecourse_highfreq_0.5,timecourse_highfreq_0.4,timecourse_highfreq_0.7,timecourse_highfreq_0.6,timecourse_highfreq_0.9,timecourse_highfreq_0.8,meanhighfreq,domnext_lowfreq_highfreq_0.4,domnext_highfreq_lowfreq_0.2,timecourse_mixed_1.0,timecourse_mixed_0.6,domnext_lowfreq_highfreq_0.9,correlation_lowfreq,winnerindex_lowfreq_0.4,mixnext_highfreq_1.0,domnext_lowfreq_mixed_0.9,accmixed,mixnext_lowfreq_0.6,stdevlowfreq,stdevhighfreq,domnext_highfreq_lowfreq_0.3,name,domnext_highfreq_mixed_0.1,domnext_highfreq_mixed_0.3,domnext_highfreq_mixed_0.2,domnext_highfreq_mixed_0.5,domnext_highfreq_mixed_0.4,domnext_highfreq_mixed_0.7,domnext_highfreq_mixed_0.6,domnext_highfreq_mixed_0.9,domnext_highfreq_mixed_0.8,winnerindex_highfreq_0.9,domnext_lowfreq_highfreq_0.3,mixnext_lowfreq_0.8,timecourse_lowfreq_1.0,domnext_highfreq_lowfreq_0.1,domnext_highfreq_lowfreq_0.6,domnext_highfreq_lowfreq_0.7,domnext_highfreq_lowfreq_0.4,domnext_highfreq_lowfreq_0.5,winnerindex_mixed_1.0,mixnext_lowfreq_0.1,mixnext_lowfreq_0.2,mixnext_lowfreq_0.3,mixnext_lowfreq_0.4,mixnext_lowfreq_0.5,meanlowfreq,mixnext_lowfreq_0.7,correlation_highfreq,domnext_highfreq_lowfreq_1.0,domnext_lowfreq_highfreq_1.0,winnerindex_lowfreq_0.8,winnerindex_lowfreq_0.9,winnerindex_lowfreq_0.2,winnerindex_lowfreq_0.3,winnerindex_lowfreq_0.1,winnerindex_lowfreq_0.6,winnerindex_lowfreq_0.7,winnerindex_highfreq_1.0,winnerindex_lowfreq_0.5,winnerindex_mixed_0.5,winnerindex_mixed_0.4,winnerindex_mixed_0.7,winnerindex_mixed_0.6,timecourse_highfreq_1.0,winnerindex_mixed_0.3,winnerindex_mixed_0.2,domnext_lowfreq_mixed_0.1,domnext_lowfreq_mixed_0.2,domnext_lowfreq_mixed_0.3,winnerindex_mixed_0.9,winnerindex_mixed_0.8,domnext_lowfreq_mixed_0.6,domnext_lowfreq_mixed_0.7,timecourse_mixed_0.3,timecourse_mixed_0.2,timecourse_mixed_0.1,timecourse_mixed_0.7,meanmixed,timecourse_mixed_0.5,timecourse_mixed_0.4,timecourse_mixed_0.9,timecourse_mixed_0.8,domnext_lowfreq_highfreq_0.6,domnext_lowfreq_mixed_0.8,domnext_lowfreq_highfreq_0.7,mixnext_highfreq_0.9,mixnext_highfreq_0.8,winnerindex_lowfreq_1.0,mixnext_highfreq_0.5,mixnext_highfreq_0.4,mixnext_highfreq_0.7,mixnext_highfreq_0.6,mixnext_highfreq_0.1,domnext_lowfreq_highfreq_0.1,mixnext_highfreq_0.3,mixnext_highfreq_0.2,stdevmixed,domnext_lowfreq_highfreq_0.2,winnerindex_mixed_0.1,domnext_lowfreq_mixed_0.5,domnext_highfreq_lowfreq_0.8,domnext_lowfreq_highfreq_0.8,domnext_highfreq_lowfreq_0.9,domnext_highfreq_mixed_1.0,acclowfreq,domnext_lowfreq_highfreq_0.5,timecourse_lowfreq_0.1,mixnext_lowfreq_1.0,timecourse_lowfreq_0.8,timecourse_lowfreq_0.9,proportionlowfreq,timecourse_lowfreq_0.4,timecourse_lowfreq_0.5,timecourse_lowfreq_0.6,timecourse_lowfreq_0.7,correlation_mixed,timecourse_lowfreq_0.2,timecourse_lowfreq_0.3
stratus101,0.355682044072,0.151793400287,0.341076039489,0.492025627561,0.855056179775,0.440786953687,0.541392242356,0.534031182955,0.565751155769,0.458959241681,0.46634407829,0.497016506596,0.543266304403,0.758659960553,0.723529411765,0.727107825405,0.731295221119,0.681835658298,0.718174699741,0.610939958995,0.645017669711,0.54316385877,0.588051291181,0.72174139276,0.402623596174,0.668958065337,0.534948874933,0.48552731589,0.591077298654,0.271625903449,0.376085613147,0.676404540072,0.455023586554,0.0,0.475153842454,0.176551783758,0.19092887783,0.630049853303,stratus101,0.78242166413,0.756892902538,0.748299019903,0.724682551331,0.759719463753,0.652615878531,0.692617023876,0.583923660448,0.630889981847,0.431562614363,0.40748587225,0.515543512286,0.591341273194,0.672923134446,0.521519063638,0.504674739214,0.598861340704,0.566937038263,0.510847511287,0.567480018107,0.606319410198,0.466850152165,0.496287894113,0.504968128497,0.362885479145,0.519874379193,0.0535259311294,0.403286075599,0.699396695643,0.344940824659,0.331459489722,0.404737138225,0.389263275982,0.435251478245,0.333208672056,0.354395930318,0.428289781907,0.336845399238,0.472474742747,0.489688466293,0.468850197895,0.475348003489,0.484157877831,0.407268657639,0.494660215108,0.314185876838,0.301325345878,0.310531709235,0.481035049713,0.455322001846,0.398172951527,0.404504449634,0.516253206596,0.607523461519,0.589942993483,0.517825553703,0.535802139414,0.483305222676,0.48732824627,0.472954899165,0.598300380773,0.433659207253,0.437281681499,0.453332366883,0.539841400086,0.645601152121,0.409937419262,0.470993950773,0.482232552017,0.516651226897,0.49142267698,0.602650619553,0.370719496722,0.544708624439,0.608210191451,0.262659259119,0.39163074511,0.535252393948,0.37193437841,0.469179120987,0.497895483885,0.437584122791,0.517097701899,0.799450549451,0.414966628267,0.341261365288,0.284900982012,0.465844300609,0.51990329268,0.124677187948,0.370645150352,0.392577155094,0.415195878628,0.427812549505,-0.020519641554,0.344389130565,0.355936299661
stratus102,0.48570091868,0.467508435833,0.461244761881,0.604332601152,0.784878863826,0.58408143636,0.690300531766,0.661838022362,0.604183995189,0.607605053592,0.611657665994,0.640634965537,0.666636256238,0.752456265469,0.178295417438,0.729943943542,0.739115087173,0.695850462964,0.711203109668,0.614698580939,0.667456872045,0.491383954303,0.571652022613,0.725814600242,0.33621216041,0.741824105389,0.49706269195,0.482871159806,0.635968470183,-0.173791615929,0.609591156025,0.640099909401,0.551887769574,0.0,0.505487590724,0.293754371902,0.268202197117,0.730696538437,stratus102,0.782872149292,0.72457686681,0.71961955146,0.715977597197,0.697293201734,0.661107001796,0.714488215692,0.472153583974,0.524159002167,0.608772053181,0.335833330951,0.442570893096,0.65691861281,0.748236720893,0.660880131307,0.608280789726,0.71312789178,0.693035936876,0.496621222767,0.405104740445,0.342582708577,0.348381885955,0.51810703775,0.535916525205,0.363671967302,0.557169152678,-0.269776725297,0.41194867156,0.669686267223,0.524632326022,0.550236574808,0.585892660078,0.602639818786,0.574298786698,0.63517744756,0.570940687693,0.612211792975,0.602442949933,0.52417000099,0.541473572772,0.468789714832,0.483753694935,0.43872884825,0.541637496961,0.621423131792,0.462553370101,0.493534230004,0.461834777456,0.520820623536,0.475630497203,0.370771820036,0.439017742162,0.370685518879,0.383158704452,0.440703401169,0.496727409702,0.444110753321,0.524769308402,0.494755436051,0.533672665866,0.484467298406,0.403769692647,0.564652265072,0.455698254229,0.606188097658,0.547311906372,0.550361002921,0.5079443036,0.459619924235,0.406342050938,0.448735144916,0.49435208705,0.327054218986,0.403936347779,0.44449451217,0.307033672402,0.336907084443,0.613504105079,0.329543117914,0.578316365805,0.564761670921,0.494056126245,0.631769288556,0.710927456382,0.360369983746,0.356133676826,0.402150145791,0.567294843361,0.619368634956,0.354196146729,0.367273041966,0.357686358401,0.400759877303,0.455837414644,-0.161113618181,0.370479881821,0.364230811619
stratus103,0.299949322721,0.501745581497,0.380365609559,0.591387254906,0.782863086725,0.522003067955,0.582131681481,0.552122032018,0.533103551746,0.545527490772,0.56266230788,0.580435170866,0.57932742336,0.684683601863,0.0257473270783,0.700551645036,0.715787641074,0.691886547889,0.68869743238,0.659196406051,0.686982465445,0.544172165825,0.610891078687,0.695510141122,0.257245235406,0.715970378566,0.542552260658,0.623138400689,0.464438922303,-0.0838893352641,0.57357455662,0.661408400913,0.580101003507,0.0,0.423936634524,0.202008026913,0.234309944763,0.693110015155,stratus103,0.752800588286,0.84109743962,0.812785000063,0.834185745232,0.846407682622,0.807903861812,0.823755898271,0.467251132835,0.613405660046,0.505003358896,0.256822325091,0.3440188881,0.534410593911,0.683716090011,0.676028040181,0.648230656417,0.681704844273,0.685668346372,0.395429065958,0.500070508799,0.467642141548,0.487025228598,0.45187055227,0.444006826364,0.271547192401,0.386759031444,-0.18400613773,0.474789633678,0.531747317037,0.482716471713,0.46684215579,0.569825483068,0.578823418623,0.566810768109,0.536534271546,0.510099293399,0.487583265835,0.557701081197,0.51122892209,0.515156082138,0.535914443395,0.503732594612,0.481198757532,0.482305132237,0.436847181756,0.315704324293,0.333094870646,0.3548937754,0.479225712415,0.496596129658,0.431902653652,0.48548680125,0.529452277121,0.509510237023,0.518377230033,0.639450052931,0.544167642871,0.578128324828,0.561998251351,0.592132948817,0.611901536286,0.307451371817,0.539570884313,0.354196885901,0.726986930092,0.725236502826,0.496965809834,0.637141784152,0.61070857979,0.758643930991,0.710787177802,0.526556828883,0.278540192868,0.548664525509,0.528833973397,0.266062164698,0.265707884799,0.425673626815,0.398598206102,0.608422054717,0.407008974977,0.541889025613,0.435289103449,0.857418377187,0.275535882877,0.28019979171,0.276540899135,0.413081225933,0.469884712493,0.472507091425,0.263062629672,0.281097523023,0.313075784124,0.360326798325,-0.038359556045,0.268880708447,0.26126149241
stratus104,0.36326717849,0.263518046424,0.435663784502,0.522247767726,0.785800970874,0.440367712707,0.46641755498,0.510500870684,0.507627974695,0.462491437663,0.440177110213,0.444151875181,0.453578392128,0.691626957497,0.309137260164,0.651145149745,0.676814162523,0.605467712906,0.621472293198,0.598363649881,0.600404491983,0.504998727875,0.550341702134,0.649564537454,0.352541522379,0.675061901165,0.459199336253,0.527467204285,0.559187570301,-0.000227527289089,0.477276133995,0.64140661509,0.472581827292,0.0,0.496997041299,0.248156636911,0.215283778185,0.649582167768,stratus104,0.689756169484,0.653720589683,0.679620629901,0.639583749029,0.627530968131,0.693248085268,0.67932341804,0.59862293182,0.642074870093,0.42367919849,0.350480996358,0.332009321283,0.543561651571,0.692757328091,0.551917028415,0.540170978917,0.617733312445,0.584506960636,0.461326659939,0.501105887982,0.491094290312,0.450186983468,0.435928944272,0.473099333725,0.393690565499,0.44073027434,0.0204515874443,0.402174965634,0.560659255449,0.423552687173,0.409875160291,0.505823977903,0.46528578945,0.517352691326,0.442300449584,0.423082239623,0.429528936656,0.46653643566,0.433919990046,0.427793916656,0.444352767515,0.459686416671,0.474160416078,0.431337037014,0.451630856082,0.414565266808,0.420686735311,0.417520925936,0.469299837395,0.470089413735,0.468741572705,0.468383184613,0.494896605861,0.517531039595,0.518262756935,0.493988142465,0.506107009035,0.510845153592,0.486517942311,0.430450633472,0.409409507434,0.451534739244,0.447315526453,0.480946086575,0.63200099842,0.637152463541,0.391629435901,0.621660421545,0.640188823451,0.65545247281,0.616922388669,0.571203952563,0.340505878011,0.626259929387,0.596841287444,0.253088991249,0.344767402957,0.496012238388,0.455425052031,0.494333762903,0.53394342763,0.44654300663,0.593297908298,0.663412802703,0.410832898651,0.37673662523,0.400150681074,0.490825714792,0.515576502362,0.427344693412,0.395521216231,0.431206558379,0.459854953303,0.476197724286,-0.0618675298168,0.382108895612,0.384147345401
stratus105,0.131269498234,0.486241537454,0.257659680951,0.1816342401,0.757188927708,0.493627742429,0.604265987239,0.602218660414,0.59327551173,0.535287260485,0.544687880839,0.55527181657,0.578115919568,0.712923405811,0.032103079275,0.689206050443,0.699593670982,0.647116101785,0.647880317737,0.564018034551,0.606326203415,0.47169081954,0.524270337961,0.67952809502,0.258243895298,0.716510699051,0.634175016194,0.517020420723,0.551761478144,-0.220943423722,0.596574342465,0.767525517987,0.242481218469,0.0,0.14420525124,0.212146100313,0.26038898575,0.700955286845,stratus105,0.430463412044,0.548730531003,0.497786999863,0.416732344226,0.437568074557,0.460056393582,0.434920146357,0.469124326242,0.437373508833,0.493761701832,0.240884258607,0.169494428026,0.596563252159,0.736552062236,0.620556140228,0.572745300436,0.665602378497,0.666242300525,0.64047938384,0.158826706842,0.178345955384,0.218350070181,0.214484306933,0.162392584906,0.258978346516,0.158414851227,-0.238243864021,0.361978643736,0.599549227845,0.507508833741,0.51415505874,0.612972331648,0.618152656643,0.618826617348,0.509109130818,0.489886642989,0.537882043558,0.563213088211,0.723412946248,0.704861088369,0.624792457212,0.682221346149,0.374546863364,0.722196150893,0.68990376339,0.210717610186,0.245381452695,0.265806909391,0.562393385655,0.561545456548,0.317793747361,0.329553290932,0.497620868528,0.464697534346,0.432161623232,0.524257252773,0.474755146934,0.504955984595,0.501209561715,0.614111495706,0.573972208407,0.377939002806,0.292456556993,0.457058851719,0.749307254998,0.675091653502,0.525618474043,0.591738712516,0.584208977573,0.634972716399,0.611466930325,0.502342209873,0.25195647222,0.571113183882,0.544875976456,0.355654576876,0.241878334334,0.662570119183,0.280231810114,0.531565539812,0.511870114245,0.471905963266,0.524788975065,0.853701448099,0.297931530986,0.250767598857,0.114809903947,0.509501360023,0.549365497841,0.481655383271,0.259101570953,0.29845076996,0.377241128378,0.455507283049,-0.778950154907,0.241642568955,0.241266767954
stratus106,0.488830214321,0.44363744901,0.380081272225,0.459023451962,0.799677982021,0.371608207313,0.43794838634,0.450015143335,0.518817914317,0.441288006747,0.516372747416,0.476700211279,0.487230191689,0.71161450998,0.129837827082,0.648656679572,0.644955967985,0.668236442127,0.687878128158,0.614149688054,0.658087355076,0.547516846662,0.593107157114,0.672130884172,0.447788179825,0.644544690503,0.611073943895,0.530434012328,0.584084995031,0.0316208629508,0.393824072347,0.673222980583,0.460374015764,0.0,0.484033879718,0.206052415378,0.194481089174,0.645656938998,stratus106,0.625144304656,0.651141470056,0.629194018215,0.651235546726,0.65908496569,0.612965058763,0.620335154272,0.636622588922,0.642715863861,0.34957689127,0.434540977391,0.501054987356,0.568974637402,0.722284243131,0.664103747394,0.613676031135,0.691783126934,0.67115241252,0.492713707836,0.536107967227,0.538612645321,0.518602602811,0.476255840339,0.469420335219,0.429833386359,0.491349069633,-0.238627851539,0.519568398434,0.606581129813,0.392681227964,0.409398347259,0.353840208569,0.401163905893,0.351515387306,0.362472464632,0.362017750832,0.383282436475,0.392459506119,0.393296642536,0.397077087683,0.386177811879,0.363511004195,0.535344903235,0.401506605889,0.415809763107,0.416112646229,0.374958019626,0.346379649491,0.454338364472,0.421968861464,0.404006718359,0.413637189751,0.549024900059,0.519903276098,0.510173584359,0.543774335755,0.538154057638,0.54986545873,0.554577930074,0.586331022004,0.569390093213,0.470028155425,0.44732887959,0.513366847401,0.650184492133,0.613434204409,0.435612012938,0.601580180986,0.605670855799,0.577590633367,0.560262669005,0.493745031068,0.441994201621,0.568416211664,0.507650473508,0.227380061438,0.438304962722,0.436242122264,0.395116805692,0.584234756753,0.583740471956,0.531494166358,0.626857533094,0.68561452514,0.470970067422,0.435398038476,0.512964458306,0.548698961991,0.552482542199,0.426524723908,0.430515522636,0.451492767691,0.45307543264,0.487909908141,-0.104040335466,0.422122738694,0.411881534967
stratus109,0.341804351954,0.422655715264,0.503489145013,0.689165851266,0.672207876049,0.530275030602,0.603890830121,0.588862489018,0.594842538257,0.580829884667,0.604021528945,0.579335440087,0.557694177082,0.674090804019,0.0704996577687,0.644910290053,0.656608962727,0.608176079656,0.619659592655,0.609574646101,0.607751512117,0.544697552351,0.583871836755,0.641405112011,0.457593397291,0.662392575416,0.43968251437,0.570354304894,0.496268109734,-0.0835981772535,0.544755281988,0.638527379346,0.683334774969,0.0,0.534577308246,0.272629759212,0.285244940104,0.658047729905,stratus109,0.619003457496,0.572861804127,0.624998000252,0.457161776243,0.519511554946,0.539650780168,0.54640602119,0.556369231436,0.558323010997,0.495802586852,0.39771143207,0.427638057021,0.635071730164,0.684257375493,0.618982084275,0.622428792775,0.638133502524,0.635822398982,0.50832449249,0.605599568586,0.598407777624,0.601956018047,0.535205998364,0.490363943996,0.426403557135,0.506971016891,0.0238146998171,0.474639876705,0.619598321988,0.583207664789,0.586738275571,0.517719524467,0.535246698938,0.518773722854,0.531145404439,0.532516702498,0.470365961841,0.515753945362,0.456054375502,0.525658299461,0.472392025085,0.447635389204,0.457284190972,0.555319845928,0.529327074584,0.42370482429,0.432896172815,0.43912935404,0.519822330771,0.463116176558,0.616495117132,0.711026737863,0.635023947821,0.636502020923,0.635151413361,0.554669826686,0.602669421543,0.532691852157,0.568193905851,0.449160481873,0.506901987264,0.482884475724,0.744929430793,0.455555072136,0.63703370923,0.643235947282,0.581366563612,0.609255568391,0.624053429196,0.635632280155,0.635068578245,0.68763901826,0.345200057232,0.692022616247,0.703166946696,0.267806040343,0.363424499369,0.536984951442,0.573647429778,0.588546307295,0.451489025482,0.542562075732,0.363242785128,0.643702906351,0.48782560314,0.362173600705,0.327727842493,0.51767098981,0.538482337368,0.506844626968,0.470020073795,0.509510814659,0.514819023319,0.512928438164,0.0727125267538,0.379777278419,0.408949027638
stratus112,0.578414660888,0.368260665729,0.504129664614,0.605017082211,0.595578425767,0.523381847599,0.462439380259,0.490938693108,0.481317027213,0.529937203494,0.538523829469,0.504130043269,0.455820660196,0.618912960822,0.320909517112,0.533399086301,0.603307490528,0.596275687685,0.554154645935,0.618379816459,0.619353127068,0.531888389409,0.553766454798,0.583037769479,0.526877263884,0.751841907347,0.615399673646,0.507736068291,0.754270086888,0.133317668292,0.398021763066,0.654049809702,0.601395399706,0.0,0.462595599676,0.24568568327,0.256693059212,0.561124024806,stratus112,0.578586457124,0.525409387273,0.561394313505,0.553456483349,0.533901013604,0.624254542204,0.588181576726,0.560059021807,0.57062233106,0.456771055435,0.385002244205,0.505489934126,0.592227710763,0.76141199631,0.729631145166,0.597843598447,0.626019508021,0.747760517248,0.464229911679,0.489911646945,0.488150699478,0.493227302219,0.476656166072,0.415321101278,0.499596921418,0.476686364804,0.11935439483,0.467608447676,0.547282768481,0.493872930715,0.53373330597,0.39273534802,0.446728957879,0.476002233938,0.465944682329,0.471725401906,0.394278676058,0.459975182335,0.386800601143,0.416066383128,0.429453780992,0.391361541254,0.537779222108,0.411474499511,0.428131148548,0.440746964388,0.475574821201,0.571034848495,0.460027516579,0.482532113602,0.458990754375,0.522458810723,0.528131611329,0.51752529644,0.513306451235,0.527591899754,0.512689300093,0.49220484509,0.508006222028,0.601554870092,0.564560064686,0.553046319956,0.574740546447,0.638147673118,0.627073979307,0.629550977562,0.501167980538,0.576028214234,0.54219305799,0.583189189077,0.556950973504,0.538730684331,0.539762695791,0.566590988959,0.549919711781,0.234999725051,0.530976739045,0.439726792307,0.484046434966,0.494404455788,0.691519537168,0.432055621962,0.557637195076,0.5721045516,0.639221279489,0.460429249481,0.579834692575,0.598560856386,0.633678608232,0.310829817159,0.506707030315,0.51596516467,0.477965987447,0.545551657793,0.0523132193601,0.485314021367,0.528016419278
stratus114,0.292062648948,0.518614891914,0.133698884365,0.681215706253,0.962778869495,0.626439271357,0.692204189923,0.706731224575,0.654329264667,0.699881688305,0.713794410521,0.717100955682,0.689301773319,0.812288355457,0.0426341072858,0.83792133682,0.842811030235,0.84052849736,0.833481245359,0.815757287956,0.834670046814,0.648171721477,0.767660861008,0.832901095534,0.143200661088,0.845015589984,0.609016194441,0.448846416464,0.346907981041,-0.00626495153603,0.72966588761,0.802176454795,0.382874420401,0.0,0.309723971986,0.110657972033,0.131865917395,0.84034888923,stratus114,0.829767584005,0.811295624667,0.809561308691,0.808714410318,0.816274015324,0.756679936243,0.808179100497,0.603302785318,0.656402007779,0.509550612265,0.145063016852,0.289971938025,0.500264368839,0.807096012338,0.835255095232,0.819784955424,0.836287438696,0.843371687776,0.63079775278,0.344139459616,0.330774474736,0.304515063667,0.300423280418,0.308843927564,0.147295529438,0.303989313657,-0.134491263332,0.496540438626,0.488870131701,0.568639361088,0.488433710439,0.7406653116,0.737808809853,0.691805352521,0.640056961866,0.604906630669,0.485531969621,0.701046292866,0.596603114928,0.612276064701,0.385677899315,0.533884957056,0.49029584692,0.537624770574,0.436331334318,0.119268564049,0.0863514518671,0.0910301206493,0.563350787066,0.410815611284,0.183553083901,0.165922406152,0.424303760507,0.396614365697,0.359157465695,0.434849462077,0.414652516088,0.457036702888,0.441249135146,0.570477143627,0.48047562041,0.191706143149,0.326371418774,0.230337738875,0.742058169417,0.600908982837,0.440555830407,0.548364808611,0.5238022224,0.511560583564,0.53458466713,0.368168269343,0.16061494732,0.500032247015,0.437190112452,0.271222225718,0.141545625206,0.35952749367,0.164977987088,0.776512883852,0.271550492473,0.648899270807,0.45580733142,0.970251091703,0.153573494133,0.158165655223,0.287082427183,0.274770795677,0.34903383244,0.438751000801,0.142640199635,0.154249492669,0.191222872552,0.226460482186,0.272315953683,0.138283289187,0.141823277383
stratus116,0.476936696382,0.310590508393,0.456558460457,0.501301663608,0.662874390527,0.176628206042,0.211491982821,0.227979886332,0.213746658219,0.174825037721,0.177615589358,0.173769334957,0.188281397742,0.551255330009,0.298997705591,0.550920927442,0.560800560557,0.535166796376,0.543355767927,0.5092635842,0.525608716067,0.491564925739,0.498604615414,0.54748638855,0.470070643777,0.566613330689,0.491516398351,0.513322993425,0.47196869862,-0.057951422653,0.171192448301,0.529632401843,0.479413251455,0.0,0.489356154935,0.0979748769939,0.106431548087,0.549130702436,stratus116,0.54485370407,0.55285190724,0.554576643269,0.547247707859,0.547949606157,0.524338768933,0.541490415676,0.498864654622,0.512234264404,0.170574771388,0.488427945646,0.495940067473,0.489649589166,0.557108245153,0.510773340197,0.495503684042,0.539145613702,0.523881803767,0.181833785779,0.492789999562,0.491417585683,0.516547066143,0.511283048951,0.495182193454,0.465126473601,0.501780609366,-0.0603754799259,0.487853222002,0.477791123578,0.179322611331,0.186697472602,0.184883295964,0.193544570301,0.182823580054,0.161730216014,0.179449086055,0.17267632798,0.17442002191,0.185638546354,0.191648433682,0.192985527208,0.175533031992,0.489870546707,0.188127281631,0.186116331828,0.46314242796,0.444347513067,0.456943534615,0.185954331817,0.204901213374,0.456468822924,0.446047409274,0.520561146237,0.502846604545,0.496192064804,0.517898662933,0.51127009311,0.516027089104,0.520490385311,0.499705119012,0.514562706483,0.486121618323,0.460744866388,0.49050826867,0.527849419206,0.537594605427,0.179912604471,0.541596040426,0.531685097552,0.537421332094,0.542721410044,0.500333709446,0.476257263738,0.525504917906,0.516974141749,0.106727212801,0.489908216318,0.179220023102,0.455237456952,0.485914942216,0.485841317866,0.484747411292,0.492076995602,0.672760849492,0.455326936986,0.469390699818,0.460206824053,0.47290396517,0.475684220993,0.390411786016,0.463089805861,0.455225275625,0.470859355048,0.46761460055,-0.0676494857342,0.466442685563,0.472191304823
